#1+z Log10(Mass/Msun) Log10(Median_SFR_for_SF_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
1.0666 10.65 -1.77027 0.142227
1.0666 10.7 -1.65618 0.141468
1.0666 10.75 -1.54153 0.140379
1.0666 10.8 -1.4262 0.139597
1.0666 10.85 -1.31014 0.134259
1.0666 10.9 -1.19354 0.138723
1.0666 10.95 -1.07678 0.136809
1.0666 11 -0.960537 0.139629
1.0666 11.05 -0.845729 0.139035
1.0666 11.1 -0.733456 0.139381
1.0666 11.15 -0.624898 0.140304
1.0666 11.2 -0.521203 0.141538
1.0666 11.25 -0.42339 0.139413
1.0666 11.3 -0.332284 0.137025
1.0666 11.35 -0.248465 0.135675
1.0666 11.4 -0.172257 0.13495
1.0666 11.45 -0.103729 0.131523
1.0666 11.5 -0.0427021 0.129368
1.0666 11.55 0.0112165 0.129509
1.0666 11.6 0.0586006 0.129653
1.0666 11.65 0.100154 0.128925
1.0666 11.7 0.136652 0.130865
1.0666 11.75 0.168878 0.132075
1.0666 11.8 0.197566 0.136958
1.0666 11.85 0.223357 0.142584
1.0666 11.9 0.246778 0.143794
1.0666 11.95 0.268245 0.146369
1.0666 12 0.288071 0.146359
1.0666 12.05 0.306499 0.150501
1.0666 12.1 0.323721 0.153193
1.0666 12.15 0.339899 0.155924
1.0666 12.2 0.355176 0.161433
1.0666 12.25 0.369683 0.164936
1.0666 12.3 0.38354 0.167978
1.0666 12.35 0.396856 0.169615
1.0666 12.4 0.409728 0.176969
1.0666 12.45 0.422237 0.184112
1.0666 12.5 0.434454 0.186691
1.0666 12.55 0.446437 0.190191
1.0666 12.6 0.458234 0.196017
1.0666 12.65 0.469882 0.200318
1.0666 12.7 0.481413 0.204719
1.0666 12.75 0.49285 0.214296
1.0666 12.8 0.504214 0.222267
1.0666 12.85 0.51552 0.228507
1.0666 12.9 0.52678 0.236046
1.0666 12.95 0.538003 0.240365
1.0666 13 0.549198 0.24392
1.0666 13.05 0.56037 0.24879
1.0666 13.1 0.571524 0.257957
1.0666 13.15 0.582663 0.261696
1.0666 13.2 0.593792 0.266268
1.0666 13.25 0.604912 0.274892
1.0666 13.3 0.616025 0.28204
1.0666 13.35 0.627132 0.289423
1.0666 13.4 0.638235 0.297266
1.0666 13.45 0.649335 0.30178
1.0666 13.5 0.660432 0.311209
1.0666 13.55 0.671526 0.316368
1.0666 13.6 0.68262 0.322148
1.0666 13.65 0.693711 0.327206
1.0666 13.7 0.704802 0.33439
1.0666 13.75 0.715892 0.342097
1.0666 13.8 0.726981 0.350522
1.0666 13.85 0.73807 0.358555
1.0666 13.9 0.749158 0.366322
1.0666 13.95 0.760246 0.374089
1.0666 14 0.771334 0.377807
1.0666 14.05 0.782421 0.38393
1.0666 14.1 0.793508 0.392196
1.0666 14.15 0.804596 0.400672
1.0666 14.2 0.815683 0.408024
1.0666 14.25 0.82677 0.414184
1.0666 14.3 0.837857 0.421847
1.0666 14.35 0.848944 0.431187
1.0666 14.4 0.86003 0.44101
1.0666 14.45 0.871117 0.44708
1.0666 14.5 0.882204 0.454397
1.0666 14.55 0.893291 0.462445
1.0666 14.6 0.904378 0.470715
1.0666 14.65 0.915465 0.480481
1.0666 14.7 0.926551 0.48957
1.0666 14.75 0.937638 0.499008
1.0666 14.8 0.948725 0.50785
1.0666 14.85 0.959812 0.517828
1.0666 14.9 0.970898 0.52671
1.0666 14.95 0.981985 0.536606
1.0666 15 0.993072 0.546236
1.07647 10 -3.24845 0.214069
1.07647 10.05 -3.13469 0.206217
1.07647 10.1 -3.02095 0.193485
1.07647 10.15 -2.90724 0.184938
1.07647 10.2 -2.79356 0.177553
1.07647 10.25 -2.67992 0.171719
1.07647 10.3 -2.56633 0.166493
1.07647 10.35 -2.45279 0.164815
1.07647 10.4 -2.33931 0.163237
1.07647 10.45 -2.22588 0.15873
1.07647 10.5 -2.11246 0.152671
1.07647 10.55 -1.99902 0.150014
1.07647 10.6 -1.88545 0.14449
1.07647 10.65 -1.77162 0.140267
1.07647 10.7 -1.65737 0.139609
1.07647 10.75 -1.54252 0.140205
1.07647 10.8 -1.42691 0.137953
1.07647 10.85 -1.31049 0.13336
1.07647 10.9 -1.1934 0.136206
1.07647 10.95 -1.076 0.134495
1.07647 11 -0.958948 0.137977
1.07647 11.05 -0.843179 0.138895
1.07647 11.1 -0.72981 0.137394
1.07647 11.15 -0.620057 0.137779
1.07647 11.2 -0.515113 0.137593
1.07647 11.25 -0.416046 0.137203
1.07647 11.3 -0.323723 0.135064
1.07647 11.35 -0.238767 0.133833
1.07647 11.4 -0.161533 0.132907
1.07647 11.45 -0.0921109 0.13002
1.07647 11.5 -0.0303388 0.126894
1.07647 11.55 0.0241727 0.126747
1.07647 11.6 0.0720014 0.127939
1.07647 11.65 0.113865 0.127273
1.07647 11.7 0.150562 0.128049
1.07647 11.75 0.182901 0.129457
1.07647 11.8 0.211648 0.134353
1.07647 11.85 0.237471 0.141039
1.07647 11.9 0.260919 0.143705
1.07647 11.95 0.282421 0.143026
1.07647 12 0.302297 0.145438
1.07647 12.05 0.320789 0.149769
1.07647 12.1 0.338083 0.151506
1.07647 12.15 0.354336 0.154074
1.07647 12.2 0.369685 0.158654
1.07647 12.25 0.384257 0.163056
1.07647 12.3 0.39817 0.165562
1.07647 12.35 0.41153 0.168282
1.07647 12.4 0.424435 0.173637
1.07647 12.45 0.436968 0.177742
1.07647 12.5 0.4492 0.182884
1.07647 12.55 0.461192 0.187207
1.07647 12.6 0.472991 0.190461
1.07647 12.65 0.484637 0.194722
1.07647 12.7 0.496162 0.197338
1.07647 12.75 0.507591 0.204035
1.07647 12.8 0.518944 0.210616
1.07647 12.85 0.530236 0.215604
1.07647 12.9 0.541482 0.22239
1.07647 12.95 0.55269 0.228953
1.07647 13 0.563868 0.235567
1.07647 13.05 0.575022 0.242535
1.07647 13.1 0.586159 0.247458
1.07647 13.15 0.597281 0.252552
1.07647 13.2 0.608391 0.260027
1.07647 13.25 0.619492 0.265542
1.07647 13.3 0.630586 0.270786
1.07647 13.35 0.641674 0.276089
1.07647 13.4 0.652758 0.283217
1.07647 13.45 0.663838 0.290097
1.07647 13.5 0.674916 0.297612
1.07647 13.55 0.685991 0.305421
1.07647 13.6 0.697065 0.311975
1.07647 13.65 0.708137 0.317081
1.07647 13.7 0.719208 0.324861
1.07647 13.75 0.730279 0.332703
1.07647 13.8 0.741348 0.337627
1.07647 13.85 0.752417 0.341706
1.07647 13.9 0.763486 0.348844
1.07647 13.95 0.774554 0.356347
1.07647 14 0.785623 0.364733
1.07647 14.05 0.79669 0.37265
1.07647 14.1 0.807758 0.37793
1.07647 14.15 0.818826 0.38482
1.07647 14.2 0.829893 0.39124
1.07647 14.25 0.840961 0.39881
1.07647 14.3 0.852028 0.408556
1.07647 14.35 0.863095 0.415917
1.07647 14.4 0.874163 0.422254
1.07647 14.45 0.88523 0.429358
1.07647 14.5 0.896297 0.438444
1.07647 14.55 0.907364 0.448928
1.07647 14.6 0.918431 0.4585
1.07647 14.65 0.929499 0.468589
1.07647 14.7 0.940566 0.478846
1.07647 14.75 0.951633 0.486209
1.07647 14.8 0.9627 0.495355
1.07647 14.85 0.973767 0.50234
1.07647 14.9 0.984834 0.509325
1.07647 14.95 0.995901 0.517872
1.07647 15 1.00697 0.52672
1.08643 10 -3.25111 0.209392
1.08643 10.05 -3.13726 0.201054
1.08643 10.1 -3.02344 0.189912
1.08643 10.15 -2.90963 0.18112
1.08643 10.2 -2.79586 0.173803
1.08643 10.25 -2.68213 0.168362
1.08643 10.3 -2.56845 0.166344
1.08643 10.35 -2.45482 0.163847
1.08643 10.4 -2.34124 0.160575
1.08643 10.45 -2.22771 0.15832
1.08643 10.5 -2.11419 0.15192
1.08643 10.55 -2.00063 0.14802
1.08643 10.6 -1.88695 0.14328
1.08643 10.65 -1.773 0.138861
1.08643 10.7 -1.6586 0.137901
1.08643 10.75 -1.54356 0.137691
1.08643 10.8 -1.4277 0.135457
1.08643 10.85 -1.31093 0.133701
1.08643 10.9 -1.19336 0.134649
1.08643 10.95 -1.07533 0.135815
1.08643 11 -0.957491 0.136444
1.08643 11.05 -0.840764 0.137959
1.08643 11.1 -0.726294 0.134501
1.08643 11.15 -0.615333 0.135235
1.08643 11.2 -0.509118 0.136107
1.08643 11.25 -0.408767 0.135698
1.08643 11.3 -0.315195 0.134677
1.08643 11.35 -0.229067 0.131612
1.08643 11.4 -0.150772 0.130574
1.08643 11.45 -0.0804248 0.127547
1.08643 11.5 -0.0178802 0.123885
1.08643 11.55 0.0372442 0.124304
1.08643 11.6 0.0855298 0.126933
1.08643 11.65 0.127707 0.124793
1.08643 11.7 0.164596 0.127227
1.08643 11.75 0.197035 0.126604
1.08643 11.8 0.225821 0.131362
1.08643 11.85 0.251653 0.137391
1.08643 11.9 0.275105 0.141985
1.08643 11.95 0.29662 0.139206
1.08643 12 0.316527 0.143103
1.08643 12.05 0.335068 0.148459
1.08643 12.1 0.352425 0.149199
1.08643 12.15 0.368746 0.152122
1.08643 12.2 0.384163 0.155478
1.08643 12.25 0.398798 0.160032
1.08643 12.3 0.412764 0.161525
1.08643 12.35 0.426168 0.165896
1.08643 12.4 0.439106 0.168778
1.08643 12.45 0.451662 0.176217
1.08643 12.5 0.463909 0.179075
1.08643 12.55 0.475908 0.185892
1.08643 12.6 0.487709 0.188449
1.08643 12.65 0.499351 0.19405
1.08643 12.7 0.510869 0.197507
1.08643 12.75 0.522287 0.200664
1.08643 12.8 0.533627 0.209684
1.08643 12.85 0.544905 0.214109
1.08643 12.9 0.556134 0.220231
1.08643 12.95 0.567325 0.223353
1.08643 13 0.578485 0.228485
1.08643 13.05 0.589621 0.234301
1.08643 13.1 0.600737 0.241871
1.08643 13.15 0.611839 0.246805
1.08643 13.2 0.622929 0.255002
1.08643 13.25 0.63401 0.257597
1.08643 13.3 0.645083 0.264362
1.08643 13.35 0.65615 0.270805
1.08643 13.4 0.667213 0.274314
1.08643 13.45 0.678272 0.278744
1.08643 13.5 0.689328 0.284115
1.08643 13.55 0.700382 0.290909
1.08643 13.6 0.711435 0.298687
1.08643 13.65 0.722485 0.305303
1.08643 13.7 0.733535 0.313493
1.08643 13.75 0.744584 0.318883
1.08643 13.8 0.755632 0.326954
1.08643 13.85 0.76668 0.331979
1.08643 13.9 0.777727 0.33961
1.08643 13.95 0.788774 0.350221
1.08643 14 0.79982 0.353998
1.08643 14.05 0.810866 0.359896
1.08643 14.1 0.821913 0.364122
1.08643 14.15 0.832959 0.368364
1.08643 14.2 0.844005 0.373336
1.08643 14.25 0.85505 0.380472
1.08643 14.3 0.866096 0.389313
1.08643 14.35 0.877142 0.397309
1.08643 14.4 0.888188 0.405003
1.08643 14.45 0.899233 0.411807
1.08643 14.5 0.910279 0.418914
1.08643 14.55 0.921325 0.427084
1.08643 14.6 0.93237 0.43379
1.08643 14.65 0.943416 0.440137
1.08643 14.7 0.954461 0.447785
1.08643 14.75 0.965507 0.454357
1.08643 14.8 0.976552 0.462813
1.08643 14.85 0.987598 0.471455
1.08643 14.9 0.998644 0.480097
1.08643 14.95 1.00969 0.488786
1.08643 15 1.02073 0.49732
1.09648 10 -3.25374 0.206842
1.09648 10.05 -3.13981 0.19587
1.09648 10.1 -3.0259 0.186968
1.09648 10.15 -2.91201 0.177557
1.09648 10.2 -2.79815 0.171788
1.09648 10.25 -2.68433 0.167258
1.09648 10.3 -2.57056 0.164459
1.09648 10.35 -2.45684 0.161708
1.09648 10.4 -2.34316 0.158
1.09648 10.45 -2.22953 0.157684
1.09648 10.5 -2.11592 0.150838
1.09648 10.55 -2.00226 0.146979
1.09648 10.6 -1.88847 0.14265
1.09648 10.65 -1.7744 0.137461
1.09648 10.7 -1.65987 0.136812
1.09648 10.75 -1.54465 0.135525
1.09648 10.8 -1.42855 0.13498
1.09648 10.85 -1.31145 0.134375
1.09648 10.9 -1.19343 0.132921
1.09648 10.95 -1.07479 0.135433
1.09648 11 -0.956166 0.133102
1.09648 11.05 -0.838487 0.133571
1.09648 11.1 -0.722913 0.13331
1.09648 11.15 -0.610731 0.134217
1.09648 11.2 -0.503225 0.135333
1.09648 11.25 -0.401562 0.135055
1.09648 11.3 -0.306709 0.134518
1.09648 11.35 -0.219373 0.131931
1.09648 11.4 -0.13998 0.129466
1.09648 11.45 -0.0686743 0.126154
1.09648 11.5 -0.00532769 0.12426
1.09648 11.55 0.050433 0.123607
1.09648 11.6 0.0991904 0.123806
1.09648 11.65 0.141687 0.123442
1.09648 11.7 0.178764 0.123972
1.09648 11.75 0.211291 0.12426
1.09648 11.8 0.240097 0.130467
1.09648 11.85 0.265915 0.134199
1.09648 11.9 0.289345 0.137327
1.09648 11.95 0.31085 0.137706
1.09648 12 0.330769 0.14019
1.09648 12.05 0.349342 0.144639
1.09648 12.1 0.366749 0.146597
1.09648 12.15 0.383131 0.151018
1.09648 12.2 0.398612 0.153176
1.09648 12.25 0.413306 0.161601
1.09648 12.3 0.427324 0.162388
1.09648 12.35 0.440771 0.163635
1.09648 12.4 0.453741 0.166131
1.09648 12.45 0.46632 0.170438
1.09648 12.5 0.478581 0.176929
1.09648 12.55 0.490586 0.179797
1.09648 12.6 0.502387 0.186986
1.09648 12.65 0.514025 0.190975
1.09648 12.7 0.525534 0.194717
1.09648 12.75 0.53694 0.19524
1.09648 12.8 0.548266 0.202135
1.09648 12.85 0.559527 0.206747
1.09648 12.9 0.570739 0.21428
1.09648 12.95 0.58191 0.215032
1.09648 13 0.59305 0.222193
1.09648 13.05 0.604165 0.231483
1.09648 13.1 0.61526 0.236069
1.09648 13.15 0.62634 0.242292
1.09648 13.2 0.637408 0.24885
1.09648 13.25 0.648466 0.255026
1.09648 13.3 0.659516 0.258962
1.09648 13.35 0.670561 0.263157
1.09648 13.4 0.6816 0.2689
1.09648 13.45 0.692636 0.276682
1.09648 13.5 0.703669 0.282163
1.09648 13.55 0.7147 0.287009
1.09648 13.6 0.725729 0.293045
1.09648 13.65 0.736756 0.298092
1.09648 13.7 0.747782 0.301884
1.09648 13.75 0.758808 0.306722
1.09648 13.8 0.769833 0.313231
1.09648 13.85 0.780857 0.319825
1.09648 13.9 0.79188 0.326775
1.09648 13.95 0.802904 0.332025
1.09648 14 0.813927 0.33822
1.09648 14.05 0.824949 0.342609
1.09648 14.1 0.835972 0.350297
1.09648 14.15 0.846995 0.358039
1.09648 14.2 0.858017 0.364442
1.09648 14.25 0.869039 0.372037
1.09648 14.3 0.880062 0.379472
1.09648 14.35 0.891084 0.386332
1.09648 14.4 0.902106 0.393681
1.09648 14.45 0.913128 0.39815
1.09648 14.5 0.92415 0.404997
1.09648 14.55 0.935172 0.412703
1.09648 14.6 0.946194 0.419213
1.09648 14.65 0.957216 0.424729
1.09648 14.7 0.968238 0.432626
1.09648 14.75 0.979261 0.440335
1.09648 14.8 0.990283 0.448657
1.09648 14.85 1.0013 0.458774
1.09648 14.9 1.01233 0.464231
1.09648 14.95 1.02335 0.472585
1.09648 15 1.03437 0.481363
1.10662 10 -3.25633 0.202359
1.10662 10.05 -3.14232 0.191764
1.10662 10.1 -3.02833 0.183402
1.10662 10.15 -2.91436 0.176315
1.10662 10.2 -2.80042 0.169954
1.10662 10.25 -2.68651 0.167329
1.10662 10.3 -2.57265 0.162337
1.10662 10.35 -2.45884 0.16025
1.10662 10.4 -2.34508 0.15861
1.10662 10.45 -2.23136 0.155202
1.10662 10.5 -2.11765 0.150112
1.10662 10.55 -2.0039 0.14627
1.10662 10.6 -1.89001 0.141004
1.10662 10.65 -1.77583 0.137915
1.10662 10.7 -1.66117 0.135762
1.10662 10.75 -1.54579 0.134665
1.10662 10.8 -1.42946 0.134761
1.10662 10.85 -1.31205 0.132617
1.10662 10.9 -1.19359 0.130008
1.10662 10.95 -1.07436 0.131705
1.10662 11 -0.954976 0.130457
1.10662 11.05 -0.836354 0.131014
1.10662 11.1 -0.719675 0.132914
1.10662 11.15 -0.606261 0.133863
1.10662 11.2 -0.497444 0.134472
1.10662 11.25 -0.394443 0.133957
1.10662 11.3 -0.298275 0.134464
1.10662 11.35 -0.209695 0.13149
1.10662 11.4 -0.129167 0.129148
1.10662 11.45 -0.0568657 0.124871
1.10662 11.5 0.0073155 0.12332
1.10662 11.55 0.0637388 0.121985
1.10662 11.6 0.112986 0.121518
1.10662 11.65 0.155811 0.123579
1.10662 11.7 0.193076 0.122631
1.10662 11.75 0.22568 0.122925
1.10662 11.8 0.254487 0.12833
1.10662 11.85 0.280267 0.13164
1.10662 11.9 0.303649 0.135783
1.10662 11.95 0.32512 0.1363
1.10662 12 0.345027 0.138474
1.10662 12.05 0.363616 0.143544
1.10662 12.1 0.381061 0.144723
1.10662 12.15 0.397494 0.145749
1.10662 12.2 0.413032 0.152068
1.10662 12.25 0.427782 0.158328
1.10662 12.3 0.441851 0.16199
1.10662 12.35 0.455339 0.165199
1.10662 12.4 0.468341 0.168453
1.10662 12.45 0.480941 0.170681
1.10662 12.5 0.493215 0.171308
1.10662 12.55 0.505226 0.17491
1.10662 12.6 0.517026 0.183933
1.10662 12.65 0.528658 0.189633
1.10662 12.7 0.540157 0.192321
1.10662 12.75 0.55155 0.195783
1.10662 12.8 0.56286 0.199775
1.10662 12.85 0.574103 0.201882
1.10662 12.9 0.585295 0.205603
1.10662 12.95 0.596445 0.211203
1.10662 13 0.607563 0.219441
1.10662 13.05 0.618655 0.22585
1.10662 13.1 0.629727 0.229464
1.10662 13.15 0.640784 0.235893
1.10662 13.2 0.651827 0.239583
1.10662 13.25 0.662861 0.248257
1.10662 13.3 0.673886 0.254454
1.10662 13.35 0.684906 0.260405
1.10662 13.4 0.695921 0.265949
1.10662 13.45 0.706932 0.272899
1.10662 13.5 0.717939 0.278851
1.10662 13.55 0.728945 0.283576
1.10662 13.6 0.739948 0.288077
1.10662 13.65 0.75095 0.297679
1.10662 13.7 0.761951 0.301682
1.10662 13.75 0.772951 0.307441
1.10662 13.8 0.783951 0.315983
1.10662 13.85 0.794949 0.318622
1.10662 13.9 0.805947 0.32171
1.10662 13.95 0.816945 0.326057
1.10662 14 0.827943 0.332764
1.10662 14.05 0.83894 0.338861
1.10662 14.1 0.849937 0.345743
1.10662 14.15 0.860934 0.350888
1.10662 14.2 0.871931 0.356901
1.10662 14.25 0.882928 0.362914
1.10662 14.3 0.893925 0.37163
1.10662 14.35 0.904922 0.377867
1.10662 14.4 0.915918 0.382253
1.10662 14.45 0.926915 0.387061
1.10662 14.5 0.937912 0.392393
1.10662 14.55 0.948908 0.397867
1.10662 14.6 0.959905 0.406648
1.10662 14.65 0.970901 0.416924
1.10662 14.7 0.981898 0.426117
1.10662 14.75 0.992894 0.433447
1.10662 14.8 1.00389 0.44239
1.10662 14.85 1.01489 0.446456
1.10662 14.9 1.02588 0.452215
1.10662 14.95 1.03688 0.460562
1.10662 15 1.04788 0.469493
1.11686 10 -3.25889 0.198061
1.11686 10.05 -3.1448 0.187997
1.11686 10.1 -3.03073 0.180112
1.11686 10.15 -2.91668 0.17413
1.11686 10.2 -2.80266 0.168835
1.11686 10.25 -2.68868 0.165623
1.11686 10.3 -2.57474 0.16103
1.11686 10.35 -2.46084 0.157608
1.11686 10.4 -2.34699 0.156729
1.11686 10.45 -2.23318 0.153002
1.11686 10.5 -2.11939 0.149335
1.11686 10.55 -2.00554 0.145812
1.11686 10.6 -1.89156 0.141185
1.11686 10.65 -1.77728 0.137129
1.11686 10.7 -1.6625 0.135243
1.11686 10.75 -1.54697 0.133322
1.11686 10.8 -1.43044 0.132504
1.11686 10.85 -1.31274 0.130417
1.11686 10.9 -1.19386 0.129295
1.11686 10.95 -1.07406 0.12982
1.11686 11 -0.953926 0.127787
1.11686 11.05 -0.83437 0.12922
1.11686 11.1 -0.716587 0.132504
1.11686 11.15 -0.601934 0.133507
1.11686 11.2 -0.491788 0.135073
1.11686 11.25 -0.387422 0.132956
1.11686 11.3 -0.289907 0.132386
1.11686 11.35 -0.200044 0.128986
1.11686 11.4 -0.118342 0.128592
1.11686 11.45 -0.0450075 0.12333
1.11686 11.5 0.0200434 0.120803
1.11686 11.55 0.077159 0.120535
1.11686 11.6 0.126919 0.121775
1.11686 11.65 0.170084 0.122091
1.11686 11.7 0.207538 0.121225
1.11686 11.75 0.24021 0.121476
1.11686 11.8 0.269002 0.125806
1.11686 11.85 0.29472 0.130604
1.11686 11.9 0.318029 0.136479
1.11686 11.95 0.339438 0.135508
1.11686 12 0.359311 0.13777
1.11686 12.05 0.377895 0.140314
1.11686 12.1 0.395362 0.141928
1.11686 12.15 0.411836 0.143649
1.11686 12.2 0.427425 0.151488
1.11686 12.25 0.442228 0.155477
1.11686 12.3 0.456345 0.158176
1.11686 12.35 0.469873 0.162665
1.11686 12.4 0.482905 0.168631
1.11686 12.45 0.495527 0.17137
1.11686 12.5 0.507814 0.171025
1.11686 12.55 0.519829 0.176851
1.11686 12.6 0.531627 0.178342
1.11686 12.65 0.543252 0.18265
1.11686 12.7 0.554739 0.186636
1.11686 12.75 0.566117 0.192916
1.11686 12.8 0.577409 0.192321
1.11686 12.85 0.588633 0.19947
1.11686 12.9 0.599803 0.202146
1.11686 12.95 0.610931 0.207049
1.11686 13 0.622025 0.211997
1.11686 13.05 0.633093 0.218275
1.11686 13.1 0.64414 0.225276
1.11686 13.15 0.65517 0.23075
1.11686 13.2 0.666188 0.23505
1.11686 13.25 0.677195 0.239071
1.11686 13.3 0.688194 0.244651
1.11686 13.35 0.699187 0.253653
1.11686 13.4 0.710175 0.261039
1.11686 13.45 0.721158 0.266233
1.11686 13.5 0.732139 0.271551
1.11686 13.55 0.743117 0.277415
1.11686 13.6 0.754094 0.282842
1.11686 13.65 0.765068 0.287867
1.11686 13.7 0.776042 0.292231
1.11686 13.75 0.787014 0.296497
1.11686 13.8 0.797986 0.302456
1.11686 13.85 0.808958 0.307377
1.11686 13.9 0.819928 0.314645
1.11686 13.95 0.830899 0.320731
1.11686 14 0.841869 0.327372
1.11686 14.05 0.852839 0.33339
1.11686 14.1 0.863809 0.338267
1.11686 14.15 0.874778 0.345091
1.11686 14.2 0.885748 0.350169
1.11686 14.25 0.896717 0.356112
1.11686 14.3 0.907686 0.362811
1.11686 14.35 0.918656 0.369503
1.11686 14.4 0.929625 0.376466
1.11686 14.45 0.940594 0.383202
1.11686 14.5 0.951563 0.390202
1.11686 14.55 0.962532 0.398372
1.11686 14.6 0.973501 0.405015
1.11686 14.65 0.984471 0.413171
1.11686 14.7 0.99544 0.420156
1.11686 14.75 1.00641 0.427407
1.11686 14.8 1.01738 0.432334
1.11686 14.85 1.02835 0.437115
1.11686 14.9 1.03932 0.443227
1.11686 14.95 1.05029 0.448896
1.11686 15 1.06125 0.454293
1.1272 10 -3.26141 0.193069
1.1272 10.05 -3.14725 0.18551
1.1272 10.1 -3.0331 0.179152
1.1272 10.15 -2.91898 0.171941
1.1272 10.2 -2.80488 0.166259
1.1272 10.25 -2.69082 0.164158
1.1272 10.3 -2.5768 0.159448
1.1272 10.35 -2.46282 0.15656
1.1272 10.4 -2.34889 0.155096
1.1272 10.45 -2.235 0.151069
1.1272 10.5 -2.12112 0.14665
1.1272 10.55 -2.00719 0.143542
1.1272 10.6 -1.89312 0.14064
1.1272 10.65 -1.77874 0.138519
1.1272 10.7 -1.66385 0.134403
1.1272 10.75 -1.54818 0.13422
1.1272 10.8 -1.43147 0.131318
1.1272 10.85 -1.3135 0.130055
1.1272 10.9 -1.19423 0.12935
1.1272 10.95 -1.07388 0.126532
1.1272 11 -0.953015 0.124992
1.1272 11.05 -0.832537 0.127119
1.1272 11.1 -0.713654 0.129905
1.1272 11.15 -0.597755 0.131907
1.1272 11.2 -0.486264 0.132659
1.1272 11.25 -0.380508 0.131133
1.1272 11.3 -0.281613 0.13088
1.1272 11.35 -0.190432 0.128694
1.1272 11.4 -0.107516 0.125867
1.1272 11.45 -0.0331071 0.123068
1.1272 11.5 0.0328513 0.118963
1.1272 11.55 0.0906917 0.118086
1.1272 11.6 0.140988 0.120045
1.1272 11.65 0.18451 0.118776
1.1272 11.7 0.222158 0.120178
1.1272 11.75 0.254893 0.121473
1.1272 11.8 0.283654 0.126751
1.1272 11.85 0.309287 0.128608
1.1272 11.9 0.332495 0.131525
1.1272 11.95 0.353815 0.135335
1.1272 12 0.373627 0.133916
1.1272 12.05 0.392186 0.137949
1.1272 12.1 0.409659 0.139534
1.1272 12.15 0.426162 0.1424
1.1272 12.2 0.441794 0.146213
1.1272 12.25 0.456644 0.151401
1.1272 12.3 0.470806 0.156305
1.1272 12.35 0.484373 0.160494
1.1272 12.4 0.497436 0.162474
1.1272 12.45 0.510078 0.165087
1.1272 12.5 0.522376 0.168573
1.1272 12.55 0.534395 0.172933
1.1272 12.6 0.54619 0.177182
1.1272 12.65 0.557806 0.182841
1.1272 12.7 0.569281 0.183648
1.1272 12.75 0.580643 0.186354
1.1272 12.8 0.591915 0.189747
1.1272 12.85 0.603118 0.193144
1.1272 12.9 0.614265 0.202038
1.1272 12.95 0.625368 0.206787
1.1272 13 0.636437 0.211487
1.1272 13.05 0.647478 0.21781
1.1272 13.1 0.658498 0.224659
1.1272 13.15 0.669501 0.22768
1.1272 13.2 0.68049 0.233999
1.1272 13.25 0.691469 0.240853
1.1272 13.3 0.70244 0.245705
1.1272 13.35 0.713404 0.249794
1.1272 13.4 0.724363 0.257425
1.1272 13.45 0.735317 0.263061
1.1272 13.5 0.746269 0.270241
1.1272 13.55 0.757218 0.278815
1.1272 13.6 0.768165 0.283346
1.1272 13.65 0.779111 0.285926
1.1272 13.7 0.790055 0.293017
1.1272 13.75 0.800998 0.296791
1.1272 13.8 0.811941 0.302063
1.1272 13.85 0.822883 0.304744
1.1272 13.9 0.833824 0.310185
1.1272 13.95 0.844765 0.316657
1.1272 14 0.855706 0.322745
1.1272 14.05 0.866646 0.328451
1.1272 14.1 0.877587 0.334751
1.1272 14.15 0.888527 0.339253
1.1272 14.2 0.899467 0.34561
1.1272 14.25 0.910407 0.352768
1.1272 14.3 0.921347 0.359438
1.1272 14.35 0.932287 0.365241
1.1272 14.4 0.943226 0.371222
1.1272 14.45 0.954166 0.378025
1.1272 14.5 0.965106 0.388007
1.1272 14.55 0.976046 0.396638
1.1272 14.6 0.986985 0.406032
1.1272 14.65 0.997925 0.413831
1.1272 14.7 1.00886 0.421963
1.1272 14.75 1.0198 0.431333
1.1272 14.8 1.03074 0.440334
1.1272 14.85 1.04168 0.446636
1.1272 14.9 1.05262 0.454596
1.1272 14.95 1.06356 0.459408
1.1272 15 1.0745 0.464153
1.13763 10 -3.26389 0.188158
1.13763 10.05 -3.14965 0.183409
1.13763 10.1 -3.03544 0.178273
1.13763 10.15 -2.92124 0.171196
1.13763 10.2 -2.80708 0.165893
1.13763 10.25 -2.69294 0.163557
1.13763 10.3 -2.57884 0.158848
1.13763 10.35 -2.46479 0.156372
1.13763 10.4 -2.35078 0.153774
1.13763 10.45 -2.23681 0.150149
1.13763 10.5 -2.12285 0.146372
1.13763 10.55 -2.00884 0.142721
1.13763 10.6 -1.89468 0.140313
1.13763 10.65 -1.78022 0.138291
1.13763 10.7 -1.66523 0.133779
1.13763 10.75 -1.54944 0.131803
1.13763 10.8 -1.43255 0.12958
1.13763 10.85 -1.31433 0.126941
1.13763 10.9 -1.1947 0.126814
1.13763 10.95 -1.07382 0.125401
1.13763 11 -0.952246 0.12479
1.13763 11.05 -0.830861 0.1242
1.13763 11.1 -0.710884 0.127622
1.13763 11.15 -0.593735 0.131246
1.13763 11.2 -0.480885 0.130101
1.13763 11.25 -0.373716 0.129131
1.13763 11.3 -0.273409 0.130431
1.13763 11.35 -0.180871 0.127679
1.13763 11.4 -0.0967003 0.125356
1.13763 11.45 -0.0211759 0.121713
