#1+z Log10(Mass/Msun) Log10(Median_SFR_for_SF_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
4.48745 11.85 1.43829 0.134589
4.48745 11.9 1.54254 0.133341
4.48745 11.95 1.64496 0.13226
4.48745 12 1.7446 0.131001
4.48745 12.05 1.84041 0.131899
4.48745 12.1 1.93126 0.126681
4.48745 12.15 2.01601 0.124661
4.48745 12.2 2.0936 0.120719
4.48745 12.25 2.16304 0.117543
4.48745 12.3 2.22353 0.116499
4.48745 12.35 2.2745 0.116317
4.48745 12.4 2.31569 0.119066
4.48745 12.45 2.34723 0.12278
4.48745 12.5 2.36957 0.128225
4.48745 12.55 2.38352 0.134503
4.48745 12.6 2.3901 0.147223
4.48745 12.65 2.39048 0.163372
4.48745 12.7 2.38581 0.186021
4.48745 12.75 2.37717 0.203364
4.48745 12.8 2.3655 0.232679
4.48745 12.85 2.35154 0.261968
4.48745 12.9 2.3359 0.29306
4.48745 12.95 2.31899 0.320079
4.48745 13 2.30114 0.350423
4.48745 13.05 2.28256 0.384465
4.48745 13.1 2.26342 0.420871
4.48745 13.15 2.24385 0.451671
4.48745 13.2 2.22392 0.485022
4.48745 13.25 2.20372 0.51476
4.48745 13.3 2.1833 0.546435
4.48745 13.35 2.16271 0.582041
4.48745 13.4 2.14199 0.615206
4.48745 13.45 2.12118 0.649438
4.48745 13.5 2.10029 0.67806
4.48745 13.55 2.07934 0.708239
4.48745 13.6 2.05835 0.739759
4.52898 10 -2.43879 0.150835
4.52898 10.05 -2.33372 0.145996
4.52898 10.1 -2.22865 0.140515
4.52898 10.15 -2.12358 0.134711
4.52898 10.2 -2.01852 0.130864
4.52898 10.25 -1.91345 0.124666
4.52898 10.3 -1.80838 0.120687
4.52898 10.35 -1.70332 0.117969
4.52898 10.4 -1.59825 0.114364
4.52898 10.45 -1.49318 0.111349
4.52898 10.5 -1.38812 0.10728
4.52898 10.55 -1.28305 0.103762
4.52898 10.6 -1.17799 0.103088
4.52898 10.65 -1.07293 0.0996698
4.52898 10.7 -0.967866 0.0992783
4.52898 10.75 -0.862806 0.0981776
4.52898 10.8 -0.757749 0.0989975
4.52898 10.85 -0.652696 0.100116
4.52898 10.9 -0.547647 0.101489
4.52898 10.95 -0.442604 0.103604
4.52898 11 -0.33757 0.104875
4.52898 11.05 -0.232547 0.104694
4.52898 11.1 -0.127537 0.104299
4.52898 11.15 -0.022546 0.104918
4.52898 11.2 0.0824233 0.107968
4.52898 11.25 0.187367 0.113168
4.52898 11.3 0.292283 0.116665
4.52898 11.35 0.397175 0.117124
4.52898 11.4 0.502052 0.120447
4.52898 11.45 0.606934 0.123882
4.52898 11.5 0.711854 0.126004
4.52898 11.55 0.816859 0.127985
4.52898 11.6 0.921998 0.132145
4.52898 11.65 1.02731 0.133039
4.52898 11.7 1.13279 0.135134
4.52898 11.75 1.23834 0.134458
4.52898 11.8 1.34376 0.135227
4.52898 11.85 1.44867 0.134844
4.52898 11.9 1.55251 0.133632
4.52898 11.95 1.65451 0.133038
4.52898 12 1.75376 0.132048
4.52898 12.05 1.84923 0.13192
4.52898 12.1 1.9398 0.129155
4.52898 12.15 2.02435 0.126107
4.52898 12.2 2.1018 0.122054
4.52898 12.25 2.17115 0.119323
4.52898 12.3 2.23159 0.117021
4.52898 12.35 2.28253 0.116898
4.52898 12.4 2.32369 0.119705
4.52898 12.45 2.35518 0.123199
4.52898 12.5 2.37744 0.128121
4.52898 12.55 2.39127 0.135277
4.52898 12.6 2.3977 0.148318
4.52898 12.65 2.39788 0.165425
4.52898 12.7 2.39297 0.188036
4.52898 12.75 2.38404 0.207665
4.52898 12.8 2.37204 0.233778
4.52898 12.85 2.35772 0.264616
4.52898 12.9 2.34167 0.29191
4.52898 12.95 2.32434 0.321377
4.52898 13 2.30604 0.351384
4.52898 13.05 2.28701 0.386742
4.52898 13.1 2.2674 0.424949
4.52898 13.15 2.24735 0.452197
4.52898 13.2 2.22695 0.487452
4.52898 13.25 2.20628 0.518695
4.52898 13.3 2.18539 0.550919
4.52898 13.35 2.16433 0.585745
4.52898 13.4 2.14314 0.614142
4.52898 13.45 2.12186 0.643686
4.52898 13.5 2.1005 0.678954
4.52898 13.55 2.07908 0.705633
4.52898 13.6 2.05763 0.734621
4.57088 10 -2.42348 0.149319
4.57088 10.05 -2.31851 0.145753
4.57088 10.1 -2.21353 0.140816
4.57088 10.15 -2.10856 0.134885
4.57088 10.2 -2.00359 0.13067
4.57088 10.25 -1.89862 0.124084
4.57088 10.3 -1.79365 0.120374
4.57088 10.35 -1.68868 0.117303
4.57088 10.4 -1.58371 0.113987
4.57088 10.45 -1.47874 0.11172
4.57088 10.5 -1.37377 0.107698
4.57088 10.55 -1.2688 0.103672
4.57088 10.6 -1.16383 0.101714
4.57088 10.65 -1.05886 0.099881
4.57088 10.7 -0.953898 0.0988337
4.57088 10.75 -0.848934 0.0985367
4.57088 10.8 -0.743973 0.0989939
4.57088 10.85 -0.639015 0.0994346
4.57088 10.9 -0.534062 0.101647
4.57088 10.95 -0.429114 0.10296
4.57088 11 -0.324175 0.105128
4.57088 11.05 -0.219247 0.104104
4.57088 11.1 -0.114332 0.103842
4.57088 11.15 -0.00943579 0.104792
4.57088 11.2 0.0954389 0.107098
4.57088 11.25 0.200288 0.112783
4.57088 11.3 0.305108 0.11582
4.57088 11.35 0.409902 0.117392
4.57088 11.4 0.514676 0.120498
4.57088 11.45 0.619448 0.123702
4.57088 11.5 0.724246 0.12589
4.57088 11.55 0.829109 0.128739
4.57088 11.6 0.934079 0.132098
4.57088 11.65 1.03918 0.132572
4.57088 11.7 1.14441 0.135017
4.57088 11.75 1.24967 0.135049
4.57088 11.8 1.35475 0.136105
4.57088 11.85 1.45928 0.135983
4.57088 11.9 1.56271 0.134333
4.57088 11.95 1.66432 0.133849
4.57088 12 1.76319 0.13241
4.57088 12.05 1.85832 0.132441
4.57088 12.1 1.94861 0.130004
4.57088 12.15 2.03294 0.126648
4.57088 12.2 2.11023 0.122602
4.57088 12.25 2.17948 0.120923
4.57088 12.3 2.23984 0.118617
4.57088 12.35 2.29071 0.116803
4.57088 12.4 2.33181 0.118153
4.57088 12.45 2.3632 0.123181
4.57088 12.5 2.38534 0.129366
4.57088 12.55 2.39902 0.135142
4.57088 12.6 2.40526 0.149181
4.57088 12.65 2.40521 0.168015
4.57088 12.7 2.40002 0.188839
4.57088 12.75 2.39078 0.21015
4.57088 12.8 2.37843 0.236397
4.57088 12.85 2.36372 0.263394
4.57088 12.9 2.34726 0.290012
4.57088 12.95 2.3295 0.32405
4.57088 13 2.31074 0.351287
4.57088 13.05 2.29124 0.385542
4.57088 13.1 2.27117 0.423055
4.57088 13.15 2.25064 0.454032
4.57088 13.2 2.22976 0.492246
4.57088 13.25 2.20861 0.524793
4.57088 13.3 2.18724 0.558085
4.57088 13.35 2.1657 0.588377
4.57088 13.4 2.14404 0.615883
4.57088 13.45 2.12228 0.642862
4.57088 13.5 2.10045 0.677778
4.57088 13.55 2.07856 0.706236
4.61318 10 -2.40805 0.149393
4.61318 10.05 -2.30317 0.146728
4.61318 10.1 -2.1983 0.139734
4.61318 10.15 -2.09342 0.135597
4.61318 10.2 -1.98855 0.129983
4.61318 10.25 -1.88367 0.124247
4.61318 10.3 -1.77879 0.120348
4.61318 10.35 -1.67392 0.117159
4.61318 10.4 -1.56904 0.11405
4.61318 10.45 -1.46417 0.112083
4.61318 10.5 -1.35929 0.106984
4.61318 10.55 -1.25442 0.10479
4.61318 10.6 -1.14955 0.102765
4.61318 10.65 -1.04467 0.100505
4.61318 10.7 -0.939802 0.0992784
4.61318 10.75 -0.834933 0.0986765
4.61318 10.8 -0.730067 0.09883
4.61318 10.85 -0.625204 0.099299
4.61318 10.9 -0.520345 0.101757
4.61318 10.95 -0.415493 0.102229
4.61318 11 -0.310648 0.10494
4.61318 11.05 -0.205814 0.103882
4.61318 11.1 -0.100994 0.103589
4.61318 11.15 0.00380889 0.105113
4.61318 11.2 0.10859 0.106965
4.61318 11.25 0.213344 0.111887
4.61318 11.3 0.318069 0.115128
4.61318 11.35 0.422766 0.117704
4.61318 11.4 0.527439 0.120539
4.61318 11.45 0.632103 0.124073
4.61318 11.5 0.736782 0.125866
4.61318 11.55 0.841507 0.1293
4.61318 11.6 0.946314 0.132498
4.61318 11.65 1.05122 0.133067
4.61318 11.7 1.15621 0.134722
4.61318 11.75 1.26119 0.135198
4.61318 11.8 1.36594 0.136884
4.61318 11.85 1.47011 0.136357
4.61318 11.9 1.57316 0.135755
4.61318 11.95 1.67437 0.13475
4.61318 12 1.77287 0.133045
4.61318 12.05 1.86767 0.131402
4.61318 12.1 1.95767 0.131615
4.61318 12.15 2.04178 0.128496
4.61318 12.2 2.1189 0.124311
4.61318 12.25 2.18801 0.121949
4.61318 12.3 2.24827 0.118857
4.61318 12.35 2.29904 0.117342
4.61318 12.4 2.34003 0.118853
4.61318 12.45 2.37129 0.124257
4.61318 12.5 2.39328 0.129668
4.61318 12.55 2.40676 0.134346
4.61318 12.6 2.41277 0.147994
4.61318 12.65 2.41245 0.168847
4.61318 12.7 2.40696 0.190814
4.61318 12.75 2.39739 0.2123
4.61318 12.8 2.38467 0.236996
4.61318 12.85 2.36956 0.26309
4.61318 12.9 2.35267 0.290686
4.61318 12.95 2.33446 0.323395
4.61318 13 2.31524 0.354419
4.61318 13.05 2.29527 0.384573
4.61318 13.1 2.27471 0.42144
4.61318 13.15 2.2537 0.458722
4.61318 13.2 2.23234 0.493188
4.61318 13.25 2.2107 0.525882
4.61318 13.3 2.18885 0.561154
4.61318 13.35 2.16683 0.590786
4.61318 13.4 2.14469 0.619651
4.61318 13.45 2.12245 0.649055
4.61318 13.5 2.10014 0.679479
4.61318 13.55 2.07777 0.708449
4.65586 10 -2.3925 0.149319
4.65586 10.05 -2.28772 0.145735
4.65586 10.1 -2.18294 0.140452
4.65586 10.15 -2.07816 0.134916
4.65586 10.2 -1.97338 0.130005
4.65586 10.25 -1.8686 0.12603
4.65586 10.3 -1.76381 0.121111
4.65586 10.35 -1.65903 0.118346
4.65586 10.4 -1.55425 0.115084
4.65586 10.45 -1.44947 0.112358
4.65586 10.5 -1.34469 0.107416
4.65586 10.55 -1.23991 0.104556
4.65586 10.6 -1.13513 0.10299
4.65586 10.65 -1.03035 0.100281
4.65586 10.7 -0.925578 0.0990218
4.65586 10.75 -0.820803 0.0997874
4.65586 10.8 -0.716031 0.0984184
4.65586 10.85 -0.611262 0.0996354
4.65586 10.9 -0.506497 0.1011
4.65586 10.95 -0.401739 0.102305
4.65586 11 -0.296988 0.10414
4.65586 11.05 -0.192248 0.103391
4.65586 11.1 -0.0875208 0.103404
4.65586 11.15 0.0171884 0.104645
4.65586 11.2 0.121876 0.106793
4.65586 11.25 0.226537 0.111548
4.65586 11.3 0.331168 0.114493
4.65586 11.35 0.435768 0.117
4.65586 11.4 0.540342 0.120207
4.65586 11.45 0.6449 0.123929
4.65586 11.5 0.749461 0.125951
4.65586 11.55 0.854053 0.129354
4.65586 11.6 0.958702 0.132889
4.65586 11.65 1.06342 0.133916
4.65586 11.7 1.16818 0.135537
4.65586 11.75 1.27289 0.135887
4.65586 11.8 1.37733 0.136919
4.65586 11.85 1.48115 0.136785
4.65586 11.9 1.58382 0.136228
4.65586 11.95 1.68466 0.135711
4.65586 12 1.7828 0.133497
4.65586 12.05 1.87727 0.132083
4.65586 12.1 1.96699 0.133422
4.65586 12.15 2.05087 0.129414
4.65586 12.2 2.1278 0.126994
4.65586 12.25 2.19676 0.122668
4.65586 12.3 2.25688 0.119768
4.65586 12.35 2.30752 0.117191
4.65586 12.4 2.34836 0.118331
4.65586 12.45 2.37945 0.124223
4.65586 12.5 2.40123 0.128419
4.65586 12.55 2.41449 0.136614
4.65586 12.6 2.42023 0.147993
4.65586 12.65 2.41961 0.168026
4.65586 12.7 2.41379 0.191969
4.65586 12.75 2.40386 0.212701
4.65586 12.8 2.39074 0.23968
4.65586 12.85 2.37522 0.264101
4.65586 12.9 2.35789 0.294144
4.65586 12.95 2.33922 0.323995
4.65586 13 2.31953 0.355636
4.65586 13.05 2.29907 0.385934
4.65586 13.1 2.27803 0.417941
4.65586 13.15 2.25653 0.455901
4.65586 13.2 2.23467 0.492216
4.65586 13.25 2.21255 0.526773
4.65586 13.3 2.19021 0.558487
4.65586 13.35 2.1677 0.58997
4.65586 13.4 2.14507 0.621728
4.65586 13.45 2.12235 0.648941
4.65586 13.5 2.09956 0.683301
4.65586 13.55 2.07671 0.714238
4.69894 10 -2.37684 0.148186
4.69894 10.05 -2.27215 0.146484
4.69894 10.1 -2.16746 0.139574
4.69894 10.15 -2.06278 0.135347
4.69894 10.2 -1.95809 0.130513
4.69894 10.25 -1.8534 0.125886
4.69894 10.3 -1.74871 0.120743
4.69894 10.35 -1.64403 0.116634
4.69894 10.4 -1.53934 0.113764
4.69894 10.45 -1.43465 0.111834
4.69894 10.5 -1.32996 0.108129
4.69894 10.55 -1.22528 0.103641
4.69894 10.6 -1.12059 0.103959
4.69894 10.65 -1.01591 0.100324
4.69894 10.7 -0.911226 0.0996285
4.69894 10.75 -0.806545 0.0996633
4.69894 10.8 -0.701866 0.0990399
4.69894 10.85 -0.59719 0.100252
4.69894 10.9 -0.492519 0.100717
4.69894 10.95 -0.387854 0.101974
4.69894 11 -0.283196 0.103099
4.69894 11.05 -0.178549 0.103143
4.69894 11.1 -0.073915 0.102731
4.69894 11.15 0.0307015 0.104507
4.69894 11.2 0.135296 0.107225
4.69894 11.25 0.239864 0.111149
4.69894 11.3 0.344402 0.114436
4.69894 11.35 0.448907 0.116639
4.69894 11.4 0.553383 0.120771
4.69894 11.45 0.657836 0.12375
4.69894 11.5 0.762283 0.125839
4.69894 11.55 0.866744 0.129236
4.69894 11.6 0.971241 0.13305
4.69894 11.65 1.07578 0.13488
4.69894 11.7 1.18032 0.135844
4.69894 11.75 1.28477 0.136608
4.69894 11.8 1.38891 0.137464
4.69894 11.85 1.4924 0.137711
4.69894 11.9 1.59472 0.137623
4.69894 11.95 1.69519 0.136566
4.69894 12 1.79298 0.136066
4.69894 12.05 1.88712 0.134804
4.69894 12.1 1.97656 0.133021
4.69894 12.15 2.06019 0.13083
4.69894 12.2 2.13691 0.128716
4.69894 12.25 2.2057 0.121897
4.69894 12.3 2.26566 0.120173
4.69894 12.35 2.31613 0.117909
4.69894 12.4 2.35679 0.117784
4.69894 12.45 2.38767 0.124411
4.69894 12.5 2.40921 0.129923
4.69894 12.55 2.42219 0.137624
4.69894 12.6 2.42763 0.149627
4.69894 12.65 2.42668 0.167443
4.69894 12.7 2.4205 0.192609
4.69894 12.75 2.41018 0.211363
4.69894 12.8 2.39665 0.238357
4.69894 12.85 2.3807 0.265874
4.69894 12.9 2.36291 0.297483
4.69894 12.95 2.34377 0.328995
4.69894 13 2.3236 0.357123
4.69894 13.05 2.30265 0.386335
4.69894 13.1 2.28111 0.419849
4.69894 13.15 2.25912 0.45635
4.69894 13.2 2.23677 0.492245
4.69894 13.25 2.21414 0.528662
4.69894 13.3 2.19131 0.563559
4.69894 13.35 2.16831 0.592655
4.69894 13.4 2.14519 0.623414
4.69894 13.45 2.12198 0.653251
4.69894 13.5 2.0987 0.685324
4.74242 10 -2.36106 0.149648
4.74242 10.05 -2.25647 0.146781
4.74242 10.1 -2.15187 0.139865
4.74242 10.15 -2.04728 0.135228
4.74242 10.2 -1.94268 0.129117
4.74242 10.25 -1.83809 0.126222
4.74242 10.3 -1.73349 0.120162
4.74242 10.35 -1.6289 0.116271
4.74242 10.4 -1.5243 0.114434
4.74242 10.45 -1.41971 0.11049
4.74242 10.5 -1.31511 0.107887
4.74242 10.55 -1.21052 0.103004
4.74242 10.6 -1.10593 0.102674
4.74242 10.65 -1.00134 0.100755
4.74242 10.7 -0.896747 0.0992884
4.74242 10.75 -0.792158 0.0998482
4.74242 10.8 -0.687572 0.0996974
4.74242 10.85 -0.58299 0.0997025
4.74242 10.9 -0.478411 0.100389
4.74242 10.95 -0.373838 0.101834
4.74242 11 -0.269273 0.102908
4.74242 11.05 -0.164718 0.103213
4.74242 11.1 -0.060176 0.102193
4.74242 11.15 0.0443486 0.10407
4.74242 11.2 0.148851 0.107428
4.74242 11.25 0.253327 0.110818
4.74242 11.3 0.357773 0.114509
4.74242 11.35 0.462184 0.117181
4.74242 11.4 0.566562 0.121188
4.74242 11.45 0.670912 0.123742
4.74242 11.5 0.775247 0.126715
4.74242 11.55 0.879582 0.129476
4.74242 11.6 0.983932 0.132856
4.74242 11.65 1.08829 0.135095
4.74242 11.7 1.19263 0.135792
4.74242 11.75 1.29683 0.136886
4.74242 11.8 1.40068 0.138407
4.74242 11.85 1.50385 0.138076
4.74242 11.9 1.60583 0.138
4.74242 11.95 1.70595 0.137368
4.74242 12 1.8034 0.137048
4.74242 12.05 1.89722 0.136072
4.74242 12.1 1.98637 0.132684
4.74242 12.15 2.06975 0.133469
4.74242 12.2 2.14625 0.129571
4.74242 12.25 2.21484 0.122836
4.74242 12.3 2.2746 0.12106
4.74242 12.35 2.32487 0.118242
4.74242 12.4 2.36531 0.118024
4.74242 12.45 2.39594 0.124365
4.74242 12.5 2.4172 0.130125
4.74242 12.55 2.42987 0.13922
4.74242 12.6 2.43497 0.14903
4.74242 12.65 2.43365 0.168579
4.74242 12.7 2.42709 0.193191
4.74242 12.75 2.41636 0.214987
4.74242 12.8 2.4024 0.240393
4.74242 12.85 2.38599 0.273743
4.74242 12.9 2.36773 0.298013
4.74242 12.95 2.34811 0.332581
4.74242 13 2.32744 0.358143
4.74242 13.05 2.306 0.388706
4.74242 13.1 2.28396 0.420415
4.74242 13.15 2.26146 0.453694
4.74242 13.2 2.23861 0.492812
4.74242 13.25 2.21549 0.53116
4.74242 13.3 2.19215 0.564604
4.74242 13.35 2.16866 0.596191
4.74242 13.4 2.14504 0.63147
4.74242 13.45 2.12134 0.661298
4.74242 13.5 2.09756 0.693044
4.7863 10 -2.34517 0.151513
4.7863 10.05 -2.24066 0.14712
4.7863 10.1 -2.13616 0.139359
4.7863 10.15 -2.03166 0.135221
4.7863 10.2 -1.92715 0.130348
4.7863 10.25 -1.82265 0.125749
4.7863 10.3 -1.71815 0.121636
4.7863 10.35 -1.61365 0.116157
4.7863 10.4 -1.50914 0.114424
4.7863 10.45 -1.40464 0.110315
4.7863 10.5 -1.30014 0.106793
4.7863 10.55 -1.19564 0.103389
4.7863 10.6 -1.09114 0.102867
4.7863 10.65 -0.98664 0.101043
4.7863 10.7 -0.882141 0.0996351
4.7863 10.75 -0.777645 0.0995945
4.7863 10.8 -0.673151 0.10037
4.7863 10.85 -0.56866 0.0995436
4.7863 10.9 -0.464173 0.100502
4.7863 10.95 -0.359692 0.101151
4.7863 11 -0.255219 0.102419
4.7863 11.05 -0.150755 0.102735
4.7863 11.1 -0.0463046 0.101814
4.7863 11.15 0.0581288 0.103597
4.7863 11.2 0.16254 0.107113
4.7863 11.25 0.266925 0.110103
4.7863 11.3 0.371278 0.114521
4.7863 11.35 0.475596 0.117456
4.7863 11.4 0.579878 0.121558
4.7863 11.45 0.684128 0.123631
4.7863 11.5 0.788352 0.126571
4.7863 11.55 0.892564 0.129871
4.7863 11.6 0.996771 0.133151
4.7863 11.65 1.10096 0.135281
4.7863 11.7 1.2051 0.135812
4.7863 11.75 1.30906 0.137828
4.7863 11.8 1.41264 0.138479
4.7863 11.85 1.5155 0.138008
4.7863 11.9 1.61715 0.138329
4.7863 11.95 1.71693 0.139756
4.7863 12 1.81404 0.138363
4.7863 12.05 1.90755 0.137188
4.7863 12.1 1.99641 0.133421
4.7863 12.15 2.07953 0.133574
4.7863 12.2 2.1558 0.129795
4.7863 12.25 2.22416 0.124039
4.7863 12.3 2.28371 0.122025
4.7863 12.35 2.33374 0.118405
4.7863 12.4 2.37392 0.118589
4.7863 12.45 2.40426 0.124152
4.7863 12.5 2.42519 0.12917
4.7863 12.55 2.43751 0.139902
4.7863 12.6 2.44223 0.148896
4.7863 12.65 2.44052 0.167037
4.7863 12.7 2.43354 0.196321
4.7863 12.75 2.42237 0.214487
4.7863 12.8 2.40796 0.243215
4.7863 12.85 2.39108 0.272198
4.7863 12.9 2.37235 0.300331
4.7863 12.95 2.35223 0.333206
4.7863 13 2.33106 0.356826
4.7863 13.05 2.30911 0.389204
4.7863 13.1 2.28656 0.423577
4.7863 13.15 2.26355 0.459026
4.7863 13.2 2.2402 0.496115
4.7863 13.25 2.21657 0.531447
4.7863 13.3 2.19273 0.567409
4.7863 13.35 2.16873 0.602172
4.7863 13.4 2.14462 0.632129
4.7863 13.45 2.12041 0.670363
4.7863 13.5 2.09613 0.701174
4.83059 10 -2.32915 0.152129
4.83059 10.05 -2.22474 0.147123
4.83059 10.1 -2.12033 0.13956
4.83059 10.15 -2.01592 0.136336
4.83059 10.2 -1.91151 0.129725
4.83059 10.25 -1.8071 0.125823
4.83059 10.3 -1.70268 0.122139
4.83059 10.35 -1.59827 0.116588
4.83059 10.4 -1.49386 0.11459
4.83059 10.45 -1.38945 0.110188
4.83059 10.5 -1.28504 0.106415
4.83059 10.55 -1.18063 0.104143
4.83059 10.6 -1.07622 0.102897
4.83059 10.65 -0.971815 0.101697
4.83059 10.7 -0.867408 0.0998041
4.83059 10.75 -0.763003 0.0996944
4.83059 10.8 -0.6586 0.0997128
4.83059 10.85 -0.5542 0.0997256
4.83059 10.9 -0.449805 0.100017
4.83059 10.95 -0.345415 0.100603
4.83059 11 -0.241032 0.102967
4.83059 11.05 -0.136659 0.102529
4.83059 11.1 -0.0322991 0.101315
4.83059 11.15 0.0720438 0.103285
4.83059 11.2 0.176365 0.106954
4.83059 11.25 0.280659 0.109969
4.83059 11.3 0.384922 0.113877
4.83059 11.35 0.489147 0.117288
4.83059 11.4 0.593334 0.121907
4.83059 11.45 0.697484 0.123897
4.83059 11.5 0.801601 0.127095
4.83059 11.55 0.905693 0.129725
4.83059 11.6 1.00976 0.1334
4.83059 11.65 1.11379 0.135271
4.83059 11.7 1.21773 0.136006
4.83059 11.75 1.32147 0.138142
4.83059 11.8 1.42479 0.139289
4.83059 11.85 1.52735 0.138792
4.83059 11.9 1.62868 0.139159
4.83059 11.95 1.72813 0.139802
4.83059 12 1.82492 0.140087
4.83059 12.05 1.91811 0.136816
4.83059 12.1 2.00668 0.134377
4.83059 12.15 2.08953 0.134784
4.83059 12.2 2.16555 0.130277
4.83059 12.25 2.23367 0.125712
4.83059 12.3 2.29296 0.121759
4.83059 12.35 2.34273 0.1193
4.83059 12.4 2.3826 0.11965
4.83059 12.45 2.41261 0.124699
4.83059 12.5 2.43319 0.129376
4.83059 12.55 2.44511 0.140419
4.83059 12.6 2.44942 0.151551
4.83059 12.65 2.44728 0.167662
4.83059 12.7 2.43985 0.196234
4.83059 12.75 2.42823 0.215787
4.83059 12.8 2.41334 0.246428
4.83059 12.85 2.39598 0.27216
4.83059 12.9 2.37675 0.306071
4.83059 12.95 2.35612 0.333955
4.83059 13 2.33444 0.356413
4.83059 13.05 2.31198 0.389028
4.83059 13.1 2.28891 0.424251
4.83059 13.15 2.26539 0.464657
4.83059 13.2 2.24152 0.497166
4.83059 13.25 2.21738 0.531762
4.83059 13.3 2.19303 0.568761
4.83059 13.35 2.16852 0.603624
4.83059 13.4 2.1439 0.638706
4.83059 13.45 2.11919 0.675763
4.87528 10 -2.31303 0.151829
4.87528 10.05 -2.20871 0.146976
4.87528 10.1 -2.10438 0.140063
4.87528 10.15 -2.00006 0.137058
4.87528 10.2 -1.89574 0.129295
4.87528 10.25 -1.79142 0.125672
4.87528 10.3 -1.6871 0.123049
4.87528 10.35 -1.58278 0.118582
4.87528 10.4 -1.47846 0.114866
4.87528 10.45 -1.37414 0.109979
4.87528 10.5 -1.26982 0.107096
4.87528 10.55 -1.1655 0.104062
4.87528 10.6 -1.06118 0.102927
4.87528 10.65 -0.956865 0.101729
4.87528 10.7 -0.852549 0.100333
4.87528 10.75 -0.748234 0.100316
4.87528 10.8 -0.643921 0.0988911
4.87528 10.85 -0.539612 0.0994654
4.87528 10.9 -0.435306 0.0998525
4.87528 10.95 -0.331006 0.100918
4.87528 11 -0.226714 0.102617
4.87528 11.05 -0.122431 0.102383
4.87528 11.1 -0.0181607 0.101329
4.87528 11.15 0.0860925 0.103398
4.87528 11.2 0.190324 0.106371
4.87528 11.25 0.294529 0.10942
4.87528 11.3 0.398701 0.11329
4.87528 11.35 0.502835 0.117063
4.87528 11.4 0.606928 0.121262
4.87528 11.45 0.71098 0.124309
4.87528 11.5 0.814991 0.127498
4.87528 11.55 0.918966 0.130028
4.87528 11.6 1.0229 0.133046
4.87528 11.65 1.12677 0.135277
4.87528 11.7 1.23053 0.136445
4.87528 11.75 1.33405 0.138274
4.87528 11.8 1.43711 0.139129
4.87528 11.85 1.5394 0.140107
4.87528 11.9 1.64042 0.140603
4.87528 11.95 1.73955 0.140467
4.87528 12 1.83602 0.140886
4.87528 12.05 1.9289 0.136983
4.87528 12.1 2.01717 0.136195
4.87528 12.15 2.09975 0.134642
4.87528 12.2 2.1755 0.130778
4.87528 12.25 2.24335 0.12585
4.87528 12.3 2.30237 0.121305
4.87528 12.35 2.35183 0.120389
4.87528 12.4 2.39137 0.1204
4.87528 12.45 2.421 0.126108
4.87528 12.5 2.44117 0.129279
4.87528 12.55 2.45267 0.139716
4.87528 12.6 2.45653 0.151915
4.87528 12.65 2.45393 0.170798
4.87528 12.7 2.44602 0.196281
4.87528 12.75 2.43391 0.219015
4.87528 12.8 2.41853 0.250557
4.87528 12.85 2.40066 0.27736
4.87528 12.9 2.38092 0.307805
4.87528 12.95 2.35978 0.334529
4.87528 13 2.33758 0.361296
4.87528 13.05 2.3146 0.391021
4.87528 13.1 2.29101 0.423414
4.87528 13.15 2.26696 0.468369
4.87528 13.2 2.24257 0.50211
4.87528 13.25 2.21791 0.535593
4.87528 13.3 2.19305 0.569779
4.87528 13.35 2.16803 0.60608
4.87528 13.4 2.1429 0.641551
4.87528 13.45 2.11768 0.678791
4.9204 10 -2.29679 0.152943
4.9204 10.05 -2.19255 0.146618
4.9204 10.1 -2.08832 0.141049
4.9204 10.15 -1.98409 0.138068
4.9204 10.2 -1.87986 0.130047
4.9204 10.25 -1.77563 0.125818
4.9204 10.3 -1.6714 0.123113
4.9204 10.35 -1.56717 0.118471
4.9204 10.4 -1.46294 0.113847
4.9204 10.45 -1.35871 0.109875
4.9204 10.5 -1.25448 0.106677
4.9204 10.55 -1.15025 0.103742
4.9204 10.6 -1.04602 0.102212
4.9204 10.65 -0.941789 0.101262
4.9204 10.7 -0.837562 0.100735
4.9204 10.75 -0.733337 0.10104
4.9204 10.8 -0.629114 0.0989359
4.9204 10.85 -0.524894 0.0989931
4.9204 10.9 -0.420678 0.0998802
4.9204 10.95 -0.316468 0.101628
4.9204 11 -0.212264 0.102254
4.9204 11.05 -0.10807 0.101752
4.9204 11.1 -0.00388914 0.101513
4.9204 11.15 0.100275 0.103021
4.9204 11.2 0.204418 0.107284
4.9204 11.25 0.308534 0.109595
4.9204 11.3 0.412617 0.113041
4.9204 11.35 0.516661 0.117432
4.9204 11.4 0.620661 0.121101
4.9204 11.45 0.724616 0.124747
4.9204 11.5 0.828524 0.128609
4.9204 11.55 0.932383 0.130469
4.9204 11.6 1.03619 0.133997
4.9204 11.65 1.13991 0.135333
4.9204 11.7 1.24348 0.1365
4.9204 11.75 1.34679 0.13803
4.9204 11.8 1.44962 0.140054
4.9204 11.85 1.55163 0.140401
4.9204 11.9 1.65236 0.140406
4.9204 11.95 1.75118 0.141147
4.9204 12 1.84733 0.141561
4.9204 12.05 1.93991 0.139188
4.9204 12.1 2.02789 0.135388
4.9204 12.15 2.11017 0.132824
4.9204 12.2 2.18564 0.131268
