#1+z Log10(Mass/Msun) Log10(Average_SFR_for_All_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
6.30957 12.75 2.46897 0.396552
6.30957 12.8 2.42747 0.430894
6.30957 12.85 2.38418 0.475609
6.36796 10 -1.69762 0.138313
6.36796 10.05 -1.59581 0.134152
6.36796 10.1 -1.49403 0.130491
6.36796 10.15 -1.39227 0.124856
6.36796 10.2 -1.29055 0.119351
6.36796 10.25 -1.18885 0.114112
6.36796 10.3 -1.08718 0.110535
6.36796 10.35 -0.98555 0.109616
6.36796 10.4 -0.883954 0.105098
6.36796 10.45 -0.782394 0.101089
6.36796 10.5 -0.680874 0.0987709
6.36796 10.55 -0.579395 0.0966323
6.36796 10.6 -0.477959 0.0947264
6.36796 10.65 -0.376569 0.0945426
6.36796 10.7 -0.275228 0.0945043
6.36796 10.75 -0.173937 0.0930247
6.36796 10.8 -0.0726995 0.0939333
6.36796 10.85 0.0284813 0.0959235
6.36796 10.9 0.129602 0.0957519
6.36796 10.95 0.230659 0.0974231
6.36796 11 0.331649 0.0973384
6.36796 11.05 0.432565 0.100641
6.36796 11.1 0.533402 0.103532
6.36796 11.15 0.634152 0.107343
6.36796 11.2 0.734807 0.113779
6.36796 11.25 0.835354 0.11831
6.36796 11.3 0.935779 0.123507
6.36796 11.35 1.03606 0.125786
6.36796 11.4 1.13618 0.131753
6.36796 11.45 1.23609 0.135978
6.36796 11.5 1.33574 0.141492
6.36796 11.55 1.43508 0.144064
6.36796 11.6 1.534 0.147441
6.36796 11.65 1.63238 0.151982
6.36796 11.7 1.73003 0.152885
6.36796 11.75 1.82671 0.155767
6.36796 11.8 1.92206 0.15648
6.36796 11.85 2.01564 0.156055
6.36796 11.9 2.10682 0.153163
6.36796 11.95 2.19483 0.155405
6.36796 12 2.27866 0.155718
6.36796 12.05 2.3571 0.15281
6.36796 12.1 2.42877 0.150857
6.36796 12.15 2.49214 0.148388
6.36796 12.2 2.54573 0.145967
6.36796 12.25 2.58827 0.149884
6.36796 12.3 2.61891 0.155743
6.36796 12.35 2.63741 0.166897
6.36796 12.4 2.64415 0.186122
6.36796 12.45 2.64009 0.208737
6.36796 12.5 2.62657 0.240709
6.36796 12.55 2.6051 0.267258
6.36796 12.6 2.57717 0.30313
6.36796 12.65 2.54413 0.339494
6.36796 12.7 2.50715 0.379443
6.36796 12.75 2.46715 0.41392
6.36796 12.8 2.42487 0.448795
6.36796 12.85 2.38086 0.488042
6.42688 10 -1.67831 0.137651
6.42688 10.05 -1.57656 0.13295
6.42688 10.1 -1.47483 0.1297
6.42688 10.15 -1.37314 0.123226
6.42688 10.2 -1.27147 0.118788
6.42688 10.25 -1.16983 0.114042
6.42688 10.3 -1.06822 0.110517
6.42688 10.35 -0.966647 0.109234
6.42688 10.4 -0.865107 0.103838
6.42688 10.45 -0.763605 0.100894
6.42688 10.5 -0.662141 0.0979443
6.42688 10.55 -0.560717 0.0968126
6.42688 10.6 -0.459337 0.0945504
6.42688 10.65 -0.358002 0.095023
6.42688 10.7 -0.256714 0.0952856
6.42688 10.75 -0.155476 0.0935935
6.42688 10.8 -0.0542911 0.0944688
6.42688 10.85 0.0468383 0.0960094
6.42688 10.9 0.147909 0.0959879
6.42688 10.95 0.248917 0.0973752
6.42688 11 0.349857 0.097378
6.42688 11.05 0.450727 0.10229
6.42688 11.1 0.551518 0.103239
6.42688 11.15 0.652224 0.108361
6.42688 11.2 0.752835 0.114554
6.42688 11.25 0.85334 0.119758
6.42688 11.3 0.953723 0.124123
6.42688 11.35 1.05396 0.126607
6.42688 11.4 1.15404 0.132722
6.42688 11.45 1.25391 0.136893
6.42688 11.5 1.35352 0.140808
6.42688 11.55 1.45281 0.144358
6.42688 11.6 1.55167 0.148064
6.42688 11.65 1.64998 0.150708
6.42688 11.7 1.74755 0.154477
6.42688 11.75 1.84412 0.155969
6.42688 11.8 1.93933 0.157444
6.42688 11.85 2.03271 0.154774
6.42688 11.9 2.12364 0.154927
6.42688 11.95 2.2113 0.15707
6.42688 12 2.29467 0.157592
6.42688 12.05 2.37251 0.153574
6.42688 12.1 2.44339 0.15051
6.42688 12.15 2.50577 0.147848
6.42688 12.2 2.55816 0.146754
6.42688 12.25 2.5993 0.152067
6.42688 12.3 2.62839 0.160263
6.42688 12.35 2.64526 0.171678
6.42688 12.4 2.65036 0.194403
6.42688 12.45 2.64471 0.215676
6.42688 12.5 2.62971 0.249083
6.42688 12.55 2.60689 0.276364
6.42688 12.6 2.57774 0.315666
6.42688 12.65 2.54363 0.351081
6.42688 12.7 2.50568 0.392666
6.42688 12.75 2.46481 0.430636
6.42688 12.8 2.42173 0.465311
6.42688 12.85 2.37699 0.51181
6.48634 10 -1.65888 0.136489
6.48634 10.05 -1.55719 0.132251
6.48634 10.1 -1.45553 0.126236
6.48634 10.15 -1.35389 0.121958
6.48634 10.2 -1.25227 0.118332
6.48634 10.25 -1.15069 0.114201
6.48634 10.3 -1.04914 0.111988
6.48634 10.35 -0.94762 0.107644
6.48634 10.4 -0.846136 0.103178
6.48634 10.45 -0.744688 0.101589
6.48634 10.5 -0.643278 0.0987758
6.48634 10.55 -0.541909 0.0977021
6.48634 10.6 -0.440582 0.0958025
6.48634 10.65 -0.339299 0.0958195
6.48634 10.7 -0.238063 0.095609
6.48634 10.75 -0.136877 0.0945563
6.48634 10.8 -0.0357421 0.0950342
6.48634 10.85 0.0653378 0.0961107
6.48634 10.9 0.16636 0.0969353
6.48634 10.95 0.26732 0.09762
6.48634 11 0.368214 0.0981586
6.48634 11.05 0.469038 0.102046
6.48634 11.1 0.569785 0.105282
6.48634 11.15 0.670448 0.109805
6.48634 11.2 0.771018 0.115526
6.48634 11.25 0.871482 0.120246
6.48634 11.3 0.971825 0.123809
6.48634 11.35 1.07203 0.12724
6.48634 11.4 1.17206 0.132548
6.48634 11.45 1.27189 0.13605
6.48634 11.5 1.37146 0.141446
6.48634 11.55 1.4707 0.144159
6.48634 11.6 1.56951 0.14717
6.48634 11.65 1.66775 0.15149
6.48634 11.7 1.76523 0.154786
6.48634 11.75 1.86168 0.156744
6.48634 11.8 1.95675 0.157284
6.48634 11.85 2.04993 0.154466
6.48634 11.9 2.14059 0.155584
6.48634 11.95 2.22788 0.158163
6.48634 12 2.31076 0.157939
6.48634 12.05 2.38795 0.153205
6.48634 12.1 2.45799 0.150904
6.48634 12.15 2.51932 0.146296
6.48634 12.2 2.57044 0.148828
6.48634 12.25 2.61012 0.156694
6.48634 12.3 2.6376 0.163161
6.48634 12.35 2.65277 0.176617
6.48634 12.4 2.65617 0.203095
6.48634 12.45 2.6489 0.227397
6.48634 12.5 2.63239 0.259477
6.48634 12.55 2.60819 0.287328
6.48634 12.6 2.57782 0.324741
6.48634 12.65 2.54261 0.364174
6.48634 12.7 2.50368 0.406114
6.48634 12.75 2.46193 0.447163
6.48634 12.8 2.41806 0.483333
6.54636 10 -1.63935 0.135003
6.54636 10.05 -1.53772 0.131639
6.54636 10.1 -1.4361 0.126055
6.54636 10.15 -1.33452 0.122193
6.54636 10.2 -1.23296 0.117661
6.54636 10.25 -1.13143 0.115461
6.54636 10.3 -1.02994 0.111458
6.54636 10.35 -0.92847 0.106404
6.54636 10.4 -0.827039 0.102653
6.54636 10.45 -0.725644 0.102105
6.54636 10.5 -0.624287 0.100117
6.54636 10.55 -0.52297 0.0994206
6.54636 10.6 -0.421694 0.0975127
6.54636 10.65 -0.320463 0.0963328
6.54636 10.7 -0.219277 0.0950944
6.54636 10.75 -0.11814 0.0949717
6.54636 10.8 -0.0170536 0.0949222
6.54636 10.85 0.0839787 0.0966845
6.54636 10.9 0.184954 0.0970233
6.54636 10.95 0.285869 0.0974389
6.54636 11 0.386718 0.0985786
6.54636 11.05 0.487499 0.102696
6.54636 11.1 0.588203 0.104821
6.54636 11.15 0.688825 0.110632
6.54636 11.2 0.789354 0.116593
6.54636 11.25 0.889779 0.121424
6.54636 11.3 0.990084 0.123991
6.54636 11.35 1.09025 0.128048
6.54636 11.4 1.19024 0.132172
6.54636 11.45 1.29003 0.135813
6.54636 11.5 1.38955 0.141718
6.54636 11.55 1.48875 0.145265
6.54636 11.6 1.5875 0.147672
6.54636 11.65 1.68567 0.152341
6.54636 11.7 1.78307 0.155674
6.54636 11.75 1.8794 0.157949
6.54636 11.8 1.97431 0.157866
6.54636 11.85 2.06728 0.155377
6.54636 11.9 2.15765 0.156266
6.54636 11.95 2.24456 0.15845
6.54636 12 2.32692 0.158454
6.54636 12.05 2.40342 0.156741
6.54636 12.1 2.47257 0.152716
6.54636 12.15 2.53279 0.150183
6.54636 12.2 2.58257 0.149325
6.54636 12.25 2.6207 0.158026
6.54636 12.3 2.6465 0.16754
6.54636 12.35 2.65991 0.184556
6.54636 12.4 2.66157 0.209922
6.54636 12.45 2.65263 0.239941
6.54636 12.5 2.63458 0.268991
6.54636 12.55 2.60899 0.302131
6.54636 12.6 2.57737 0.345135
6.54636 12.65 2.54106 0.377819
6.54636 12.7 2.50114 0.418473
6.54636 12.75 2.45851 0.462871
6.54636 12.8 2.41382 0.502789
6.60693 10 -1.61971 0.134594
6.60693 10.05 -1.51813 0.128308
6.60693 10.1 -1.41657 0.124985
6.60693 10.15 -1.31504 0.121566
6.60693 10.2 -1.21353 0.11747
6.60693 10.25 -1.11206 0.114523
6.60693 10.3 -1.01061 0.109875
6.60693 10.35 -0.909197 0.105539
6.60693 10.4 -0.807817 0.104102
6.60693 10.45 -0.706473 0.10149
6.60693 10.5 -0.605167 0.0996038
6.60693 10.55 -0.5039 0.0995506
6.60693 10.6 -0.402674 0.0979472
6.60693 10.65 -0.301491 0.0964732
6.60693 10.7 -0.200353 0.0960382
6.60693 10.75 -0.0992632 0.0941413
6.60693 10.8 0.00177632 0.0954242
6.60693 10.85 0.102763 0.0967656
6.60693 10.9 0.203693 0.0975157
6.60693 10.95 0.304564 0.0977232
6.60693 11 0.405371 0.0993487
6.60693 11.05 0.50611 0.103734
6.60693 11.1 0.606774 0.105317
6.60693 11.15 0.707356 0.112468
6.60693 11.2 0.807847 0.117732
6.60693 11.25 0.908234 0.121997
6.60693 11.3 1.0085 0.125162
6.60693 11.35 1.10863 0.128134
6.60693 11.4 1.20859 0.133421
6.60693 11.45 1.30833 0.136224
6.60693 11.5 1.40782 0.141245
6.60693 11.55 1.50696 0.147385
6.60693 11.6 1.60566 0.149036
6.60693 11.65 1.70376 0.153341
6.60693 11.7 1.80106 0.155902
6.60693 11.75 1.89728 0.157928
6.60693 11.8 1.99202 0.157481
6.60693 11.85 2.08477 0.155747
6.60693 11.9 2.17484 0.15884
6.60693 11.95 2.26133 0.159338
6.60693 12 2.34314 0.158928
6.60693 12.05 2.41891 0.156724
6.60693 12.1 2.48711 0.151803
6.60693 12.15 2.54615 0.152895
6.60693 12.2 2.59451 0.153631
6.60693 12.25 2.63103 0.163429
6.60693 12.3 2.65507 0.172341
6.60693 12.35 2.66666 0.193447
6.60693 12.4 2.66652 0.217254
6.60693 12.45 2.65588 0.250565
6.60693 12.5 2.63626 0.282077
6.60693 12.55 2.60926 0.311189
6.60693 12.6 2.57639 0.356552
6.60693 12.65 2.53896 0.391979
6.60693 12.7 2.49805 0.431477
6.60693 12.75 2.45452 0.482052
6.66807 10 -1.59996 0.133076
6.66807 10.05 -1.49842 0.126712
6.66807 10.1 -1.39692 0.125404
6.66807 10.15 -1.29543 0.120986
6.66807 10.2 -1.19398 0.11734
6.66807 10.25 -1.09256 0.113871
6.66807 10.3 -0.99116 0.109094
6.66807 10.35 -0.889797 0.107122
6.66807 10.4 -0.788467 0.105013
6.66807 10.45 -0.687172 0.102084
6.66807 10.5 -0.585915 0.0993397
6.66807 10.55 -0.484695 0.0999005
6.66807 10.6 -0.383517 0.0987502
6.66807 10.65 -0.282381 0.0968993
6.66807 10.7 -0.181289 0.0966938
6.66807 10.75 -0.0802452 0.0943203
6.66807 10.8 0.0207497 0.096496
6.66807 10.85 0.121692 0.0969552
6.66807 10.9 0.22258 0.0979591
6.66807 10.95 0.323409 0.0982444
6.66807 11 0.424175 0.099228
6.66807 11.05 0.524874 0.103682
6.66807 11.1 0.625499 0.105285
6.66807 11.15 0.726043 0.112645
6.66807 11.2 0.826497 0.118207
6.66807 11.25 0.926849 0.122431
6.66807 11.3 1.02708 0.125662
6.66807 11.35 1.12717 0.128482
6.66807 11.4 1.22709 0.132848
6.66807 11.45 1.3268 0.137619
6.66807 11.5 1.42624 0.142554
6.66807 11.55 1.52534 0.146353
6.66807 11.6 1.62398 0.149999
6.66807 11.65 1.72201 0.153672
6.66807 11.7 1.81921 0.157259
6.66807 11.75 1.9153 0.159658
6.66807 11.8 2.00988 0.157347
6.66807 11.85 2.10239 0.156655
6.66807 11.9 2.19214 0.159133
6.66807 11.95 2.2782 0.161371
6.66807 12 2.35941 0.158211
6.66807 12.05 2.4344 0.154949
6.66807 12.1 2.5016 0.150706
6.66807 12.15 2.55938 0.154173
6.66807 12.2 2.60626 0.156769
6.66807 12.25 2.64108 0.167193
6.66807 12.3 2.66328 0.180387
6.66807 12.35 2.673 0.199709
6.66807 12.4 2.67101 0.228993
6.66807 12.45 2.65863 0.25834
6.66807 12.5 2.63742 0.296812
6.66807 12.55 2.60899 0.334516
6.66807 12.6 2.57485 0.371504
6.66807 12.65 2.5363 0.406966
6.66807 12.7 2.49439 0.445572
6.66807 12.75 2.44995 0.49195
6.72977 10 -1.58009 0.132192
6.72977 10.05 -1.47861 0.127802
6.72977 10.1 -1.37715 0.124282
6.72977 10.15 -1.27572 0.121101
6.72977 10.2 -1.17431 0.117099
6.72977 10.25 -1.07293 0.112719
6.72977 10.3 -0.971588 0.108735
6.72977 10.35 -0.870273 0.106871
6.72977 10.4 -0.76899 0.106498
6.72977 10.45 -0.667743 0.102816
6.72977 10.5 -0.566532 0.0998846
6.72977 10.55 -0.465359 0.100283
6.72977 10.6 -0.364226 0.0991374
6.72977 10.65 -0.263135 0.09741
6.72977 10.7 -0.162088 0.0971344
6.72977 10.75 -0.0610868 0.095081
6.72977 10.8 0.0398654 0.0970058
6.72977 10.85 0.140766 0.0977342
6.72977 10.9 0.241613 0.0977177
6.72977 10.95 0.342402 0.0980691
6.72977 11 0.443129 0.100441
6.72977 11.05 0.54379 0.103082
6.72977 11.1 0.644378 0.106925
6.72977 11.15 0.744886 0.112907
6.72977 11.2 0.845305 0.119439
6.72977 11.25 0.945622 0.123034
6.72977 11.3 1.04582 0.126979
6.72977 11.35 1.14588 0.128997
6.72977 11.4 1.24576 0.133519
6.72977 11.45 1.34544 0.139089
6.72977 11.5 1.44484 0.143391
6.72977 11.55 1.54388 0.146706
6.72977 11.6 1.64246 0.151349
6.72977 11.65 1.74042 0.154952
6.72977 11.7 1.83753 0.156334
6.72977 11.75 1.93349 0.160253
6.72977 11.8 2.02788 0.157711
6.72977 11.85 2.12015 0.158537
6.72977 11.9 2.20955 0.157884
6.72977 11.95 2.29514 0.160871
6.72977 12 2.37572 0.158851
6.72977 12.05 2.44987 0.15684
6.72977 12.1 2.516 0.154281
6.72977 12.15 2.57247 0.152535
6.72977 12.2 2.61777 0.160458
6.72977 12.25 2.65082 0.174258
6.72977 12.3 2.67112 0.18655
6.72977 12.35 2.67889 0.210481
6.72977 12.4 2.67502 0.240244
6.72977 12.45 2.66086 0.27237
6.72977 12.5 2.63803 0.31043
6.72977 12.55 2.60816 0.34432
6.72977 12.6 2.57274 0.388943
6.72977 12.65 2.53306 0.426088
6.72977 12.7 2.49014 0.460442
6.79204 10 -1.56011 0.132223
6.79204 10.05 -1.45867 0.127621
6.79204 10.1 -1.35726 0.12277
6.79204 10.15 -1.25588 0.119476
6.79204 10.2 -1.15452 0.116546
6.79204 10.25 -1.05319 0.112515
6.79204 10.3 -0.951891 0.109092
6.79204 10.35 -0.850622 0.10752
6.79204 10.4 -0.749385 0.106267
6.79204 10.45 -0.648183 0.102766
6.79204 10.5 -0.547016 0.100795
6.79204 10.55 -0.445888 0.101064
6.79204 10.6 -0.344798 0.0992729
6.79204 10.65 -0.24375 0.0984292
6.79204 10.7 -0.142745 0.0979972
6.79204 10.75 -0.041786 0.0972313
6.79204 10.8 0.0591254 0.0981136
6.79204 10.85 0.159986 0.0972061
6.79204 10.9 0.260794 0.0983047
6.79204 10.95 0.361545 0.0976877
6.79204 11 0.462235 0.100848
6.79204 11.05 0.562859 0.102633
6.79204 11.1 0.663412 0.108033
6.79204 11.15 0.763887 0.113499
6.79204 11.2 0.864272 0.120383
6.79204 11.25 0.964556 0.123811
6.79204 11.3 1.06472 0.126753
6.79204 11.35 1.16475 0.130786
6.79204 11.4 1.2646 0.134581
6.79204 11.45 1.36423 0.140483
6.79204 11.5 1.46359 0.145501
6.79204 11.55 1.56259 0.148123
6.79204 11.6 1.66111 0.152949
6.79204 11.65 1.75899 0.155976
6.79204 11.7 1.856 0.156905
6.79204 11.75 1.95182 0.159405
6.79204 11.8 2.04602 0.157845
6.79204 11.85 2.13802 0.159704
6.79204 11.9 2.22706 0.1615
6.79204 11.95 2.31215 0.162129
6.79204 12 2.39206 0.159635
6.79204 12.05 2.46533 0.15729
6.79204 12.1 2.53032 0.155398
6.79204 12.15 2.58538 0.157613
6.79204 12.2 2.62903 0.164818
6.79204 12.25 2.66023 0.176139
6.79204 12.3 2.67855 0.193478
6.79204 12.35 2.68432 0.221017
6.79204 12.4 2.6785 0.249606
6.79204 12.45 2.66254 0.290787
6.79204 12.5 2.63807 0.321592
6.79204 12.55 2.60674 0.35766
6.79204 12.6 2.57004 0.4001
6.79204 12.65 2.52922 0.443282
6.79204 12.7 2.48529 0.476823
6.85488 10 -1.54002 0.130788
6.85488 10.05 -1.43863 0.126929
6.85488 10.1 -1.33726 0.122181
6.85488 10.15 -1.23592 0.119337
6.85488 10.2 -1.13461 0.117274
6.85488 10.25 -1.03332 0.112054
6.85488 10.3 -0.932068 0.107834
6.85488 10.35 -0.830843 0.107425
6.85488 10.4 -0.729651 0.107478
6.85488 10.45 -0.628491 0.102692
6.85488 10.5 -0.527368 0.100912
6.85488 10.55 -0.426281 0.101002
6.85488 10.6 -0.325233 0.100892
6.85488 10.65 -0.224226 0.0997471
6.85488 10.7 -0.123262 0.0986653
6.85488 10.75 -0.022342 0.0973446
6.85488 10.8 0.0785306 0.0988016
6.85488 10.85 0.179354 0.0980424
6.85488 10.9 0.280124 0.0980958
6.85488 10.95 0.380839 0.098442
6.85488 11 0.481493 0.101524
6.85488 11.05 0.582084 0.10398
6.85488 11.1 0.682603 0.109176
6.85488 11.15 0.783045 0.11445
6.85488 11.2 0.883399 0.12114
6.85488 11.25 0.983652 0.124597
6.85488 11.3 1.08379 0.126925
6.85488 11.35 1.18378 0.132159
6.85488 11.4 1.2836 0.137291
6.85488 11.45 1.3832 0.140665
6.85488 11.5 1.48252 0.14641
6.85488 11.55 1.58147 0.150062
6.85488 11.6 1.67993 0.153561
6.85488 11.65 1.77773 0.156494
6.85488 11.7 1.87463 0.157937
6.85488 11.75 1.9703 0.15769
6.85488 11.8 2.0643 0.157153
6.85488 11.85 2.15602 0.158928
6.85488 11.9 2.24467 0.162813
6.85488 11.95 2.32923 0.160698
6.85488 12 2.40842 0.158463
6.85488 12.05 2.48074 0.155592
6.85488 12.1 2.54453 0.155929
6.85488 12.15 2.5981 0.161938
6.85488 12.2 2.64001 0.169814
6.85488 12.25 2.66927 0.182707
6.85488 12.3 2.68554 0.200903
6.85488 12.35 2.68924 0.228993
6.85488 12.4 2.68144 0.264699
6.85488 12.45 2.66365 0.305392
6.85488 12.5 2.63753 0.335695
6.85488 12.55 2.60473 0.373755
6.85488 12.6 2.56674 0.419086
6.85488 12.65 2.52477 0.458898
6.91831 10 -1.51981 0.130409
6.91831 10.05 -1.41846 0.126258
6.91831 10.1 -1.31714 0.122311
6.91831 10.15 -1.21585 0.118869
6.91831 10.2 -1.11458 0.117443
6.91831 10.25 -1.01333 0.112254
6.91831 10.3 -0.91212 0.109383
6.91831 10.35 -0.810937 0.107897
6.91831 10.4 -0.709785 0.106856
6.91831 10.45 -0.608667 0.103289
6.91831 10.5 -0.507584 0.100902
6.91831 10.55 -0.406538 0.101804
6.91831 10.6 -0.30553 0.101676
6.91831 10.65 -0.204562 0.100948
6.91831 10.7 -0.103635 0.0988122
6.91831 10.75 -0.00275334 0.0979309
6.91831 10.8 0.0980825 0.0988509
6.91831 10.85 0.198869 0.0977892
6.91831 10.9 0.299605 0.0981307
6.91831 10.95 0.400285 0.099852
6.91831 11 0.500907 0.101841
6.91831 11.05 0.601465 0.104755
6.91831 11.1 0.701953 0.109912
6.91831 11.15 0.802364 0.115364
6.91831 11.2 0.902688 0.120801
6.91831 11.25 1.00291 0.125338
6.91831 11.3 1.10302 0.12806
6.91831 11.35 1.20298 0.132707
6.91831 11.4 1.30277 0.135926
6.91831 11.45 1.40233 0.140218
6.91831 11.5 1.50161 0.145655
6.91831 11.55 1.60051 0.151282
6.91831 11.6 1.69891 0.15389
6.91831 11.65 1.79663 0.157478
6.91831 11.7 1.89342 0.158388
6.91831 11.75 1.98893 0.15815
6.91831 11.8 2.08272 0.158843
6.91831 11.85 2.17414 0.160178
6.91831 11.9 2.26238 0.162637
6.91831 11.95 2.34637 0.160507
6.91831 12 2.42479 0.159574
6.91831 12.05 2.4961 0.160756
6.91831 12.1 2.5586 0.157272
6.91831 12.15 2.61061 0.163852
6.91831 12.2 2.65069 0.176462
6.91831 12.25 2.67791 0.193027
6.91831 12.3 2.69206 0.208079
6.91831 12.35 2.69364 0.242021
6.91831 12.4 2.68382 0.277716
6.91831 12.45 2.66416 0.319134
6.91831 12.5 2.63637 0.35363
6.91831 12.55 2.6021 0.389521
6.91831 12.6 2.56281 0.432356
6.91831 12.65 2.5197 0.481472
6.98232 10 -1.49949 0.129954
6.98232 10.05 -1.39818 0.12623
6.98232 10.1 -1.2969 0.122597
6.98232 10.15 -1.19565 0.118577
6.98232 10.2 -1.09442 0.116378
6.98232 10.25 -0.993217 0.112754
6.98232 10.3 -0.892044 0.111097
6.98232 10.35 -0.790901 0.107629
6.98232 10.4 -0.689789 0.10432
6.98232 10.45 -0.58871 0.101753
6.98232 10.5 -0.487666 0.102781
6.98232 10.55 -0.386658 0.101992
6.98232 10.6 -0.285687 0.102901
6.98232 10.65 -0.184756 0.101961
6.98232 10.7 -0.0838659 0.0993129
6.98232 10.75 0.0169807 0.0977865
6.98232 10.8 0.117782 0.0986274
6.98232 10.85 0.218535 0.0984956
6.98232 10.9 0.319237 0.0986064
6.98232 10.95 0.419885 0.100894
6.98232 11 0.520475 0.102849
6.98232 11.05 0.621003 0.105147
6.98232 11.1 0.721461 0.110389
6.98232 11.15 0.821843 0.11519
6.98232 11.2 0.922139 0.120628
6.98232 11.25 1.02233 0.124312
6.98232 11.3 1.12241 0.127974
6.98232 11.35 1.22235 0.132995
6.98232 11.4 1.3221 0.136595
6.98232 11.45 1.42163 0.141896
6.98232 11.5 1.52087 0.148522
6.98232 11.55 1.61972 0.153188
6.98232 11.6 1.71806 0.155201
6.98232 11.65 1.81569 0.15715
6.98232 11.7 1.91236 0.158356
6.98232 11.75 2.00772 0.158713
6.98232 11.8 2.10127 0.159139
6.98232 11.85 2.19238 0.162231
6.98232 11.9 2.28017 0.162034
6.98232 11.95 2.36355 0.161072
6.98232 12 2.44115 0.161413
6.98232 12.05 2.51138 0.162948
6.98232 12.1 2.57251 0.16028
6.98232 12.15 2.62286 0.16867
6.98232 12.2 2.66102 0.179954
6.98232 12.25 2.68613 0.199869
6.98232 12.3 2.69807 0.218577
6.98232 12.35 2.69748 0.254304
6.98232 12.4 2.6856 0.288316
6.98232 12.45 2.66406 0.333585
6.98232 12.5 2.63459 0.371464
6.98232 12.55 2.59883 0.405843
6.98232 12.6 2.55824 0.45265
7.04693 10 -1.47905 0.129366
7.04693 10.05 -1.37778 0.125546
7.04693 10.1 -1.27654 0.121415
7.04693 10.15 -1.17533 0.117325
7.04693 10.2 -1.07414 0.115952
7.04693 10.25 -0.972975 0.113575
7.04693 10.3 -0.87184 0.112008
7.04693 10.35 -0.770735 0.107674
7.04693 10.4 -0.669661 0.104626
7.04693 10.45 -0.56862 0.102155
7.04693 10.5 -0.467612 0.103176
7.04693 10.55 -0.36664 0.103498
7.04693 10.6 -0.265704 0.103153
7.04693 10.65 -0.164808 0.101752
7.04693 10.7 -0.0639523 0.0984763
7.04693 10.75 0.0368608 0.0986334
7.04693 10.8 0.137629 0.100247
7.04693 10.85 0.23835 0.0983627
7.04693 10.9 0.339021 0.100491
7.04693 10.95 0.439639 0.102185
7.04693 11 0.5402 0.103989
7.04693 11.05 0.640699 0.106077
7.04693 11.1 0.741129 0.110982
7.04693 11.15 0.841484 0.116311
7.04693 11.2 0.941754 0.12064
7.04693 11.25 1.04192 0.124263
7.04693 11.3 1.14197 0.128536
7.04693 11.35 1.24188 0.133922
7.04693 11.4 1.34161 0.137267
7.04693 11.45 1.4411 0.144075
7.04693 11.5 1.5403 0.148663
7.04693 11.55 1.63911 0.154732
7.04693 11.6 1.73737 0.157149
7.04693 11.65 1.83492 0.157972
7.04693 11.7 1.93146 0.157935
7.04693 11.75 2.02665 0.15865
7.04693 11.8 2.11996 0.159257
7.04693 11.85 2.21072 0.163602
7.04693 11.9 2.29804 0.162528
7.04693 11.95 2.38076 0.160262
7.04693 12 2.45748 0.164731
7.04693 12.05 2.52656 0.162077
7.04693 12.1 2.58624 0.16559
7.04693 12.15 2.63483 0.175058
7.04693 12.2 2.67097 0.182948
7.04693 12.25 2.69389 0.207575
7.04693 12.3 2.70356 0.22872
7.04693 12.35 2.70074 0.266626
7.04693 12.4 2.68676 0.30345
7.04693 12.45 2.66331 0.35296
7.04693 12.5 2.63215 0.389997
7.04693 12.55 2.59491 0.425258
7.04693 12.6 2.55301 0.473708
7.11214 10 -1.45849 0.129825
7.11214 10.05 -1.35727 0.125251
7.11214 10.1 -1.25606 0.120481
7.11214 10.15 -1.15489 0.118314
7.11214 10.2 -1.05373 0.115067
7.11214 10.25 -0.952606 0.113983
7.11214 10.3 -0.851508 0.111423
7.11214 10.35 -0.750438 0.10795
7.11214 10.4 -0.6494 0.105512
7.11214 10.45 -0.548393 0.10448
7.11214 10.5 -0.44742 0.104109
7.11214 10.55 -0.346482 0.103491
7.11214 10.6 -0.24558 0.102305
7.11214 10.65 -0.144716 0.101667
7.11214 10.7 -0.0438927 0.0983607
7.11214 10.75 0.056889 0.0987258
7.11214 10.8 0.157627 0.100172
7.11214 10.85 0.258318 0.0984666
7.11214 10.9 0.35896 0.10079
7.11214 10.95 0.459549 0.102892
7.11214 11 0.560082 0.104971
7.11214 11.05 0.660554 0.107256
7.11214 11.1 0.760959 0.111621
7.11214 11.15 0.861289 0.117005
7.11214 11.2 0.961534 0.120548
7.11214 11.25 1.06168 0.124155
7.11214 11.3 1.1617 0.129548
7.11214 11.35 1.26158 0.133641
7.11214 11.4 1.36128 0.138601
7.11214 11.45 1.46075 0.145881
7.11214 11.5 1.55991 0.150525
7.11214 11.55 1.65866 0.155981
7.11214 11.6 1.75686 0.157455
7.11214 11.65 1.8543 0.158495
7.11214 11.7 1.95072 0.157646
7.11214 11.75 2.04572 0.160253
7.11214 11.8 2.13877 0.160991
7.11214 11.85 2.22917 0.165775
7.11214 11.9 2.31597 0.161388
7.11214 11.95 2.398 0.163308
7.11214 12 2.47377 0.16616
7.11214 12.05 2.54163 0.165384
7.11214 12.1 2.59976 0.169612
7.11214 12.15 2.6465 0.179515
7.11214 12.2 2.68052 0.191054
7.11214 12.25 2.70115 0.213865
7.11214 12.3 2.70848 0.241184
7.11214 12.35 2.70338 0.278092
7.11214 12.4 2.68727 0.320533
7.11214 12.45 2.6619 0.370575
7.11214 12.5 2.62904 0.405775
